10.01167	3013
10.0248	2957
10.03793	2943
10.05106	3138
10.06419	3052
10.07732	3113
10.09045	3070
10.10358	3166
10.11671	3017
10.12984	2919
10.14297	3113
10.1561	2930
10.16923	3033
10.18236	3124
10.19549	3055
10.20862	3139
10.22175	2971
10.23488	3076
10.24801	3054
10.26114	3048
10.27427	3157
10.2874	3051
10.30053	2994
10.31366	2993
10.32679	3085
10.33992	2996
10.35305	3101
10.36618	3151
10.37931	2985
10.39244	3094
10.40557	3069
10.4187	3052
10.43183	3007
10.44496	2980
10.45809	3133
10.47123	3109
10.48436	3044
10.49749	3026
10.51062	3064
10.52375	2999
10.53688	3080
10.55001	3231
10.56314	3040
10.57627	3129
10.5894	3179
10.60253	3116
10.61566	3085
10.62879	3008
10.64192	3088
10.65505	3001
10.66818	3064
10.68131	3112
10.69444	3128
10.70757	3274
10.7207	3138
10.73383	3079
10.74696	3167
10.76009	3036
10.77322	3105
10.78635	3174
10.79948	3132
10.81261	3177
10.82574	3081
10.83887	3132
10.852	3147
10.86513	3102
10.87826	3027
10.89139	3188
10.90452	3184
10.91765	3097
10.93078	3130
10.94392	3200
10.95705	3305
10.97018	3182
10.98331	3094
10.99644	3242
11.00957	3162
11.0227	3161
11.03583	3199
11.04896	3309
11.06209	3179
11.07522	3234
11.08835	3148
11.10148	3186
11.11461	3051
11.12774	3252
11.14087	3139
11.154	3223
11.16713	3204
11.18026	3165
11.19339	3305
11.20652	3274
11.21965	3287
11.23278	3223
11.24591	3129
11.25904	3077
11.27217	3183
11.2853	3235
11.29843	3197
11.31156	3208
11.32469	3203
11.33782	3263
11.35095	3247
11.36408	3257
11.37721	3233
11.39034	3263
11.40348	3290
11.41661	3294
11.42974	3349
11.44287	3249
11.456	3296
11.46913	3263
11.48226	3209
11.49539	3268
11.50852	3278
11.52165	3206
11.53478	3195
11.54791	3293
11.56104	3279
11.57417	3296
11.5873	3313
11.60043	3230
11.61356	3316
11.62669	3199
11.63982	3183
11.65295	3171
11.66608	3254
11.67921	3207
11.69234	3261
11.70547	3230
11.7186	3161
11.73173	3302
11.74486	3203
11.75799	3205
11.77112	3351
11.78425	3282
11.79738	3263
11.81051	3278
11.82364	3247
11.83677	3231
11.8499	3307
11.86303	3224
11.87617	3135
11.8893	3144
11.90243	3144
11.91556	3292
11.92869	3338
11.94182	3248
11.95495	3289
11.96808	3147
11.98121	3238
11.99434	3191
12.00747	3267
12.0206	3213
12.03373	3442
12.04686	3284
12.05999	3136
12.07312	3201
12.08625	3309
12.09938	3292
12.11251	3162
12.12564	3153
12.13877	3101
12.1519	3286
12.16503	3340
12.17816	3295
12.19129	3273
12.20442	3245
12.21755	3199
12.23068	3237
12.24381	3238
12.25694	3220
12.27007	3114
12.2832	3294
12.29633	3194
12.30946	3198
12.32259	3138
12.33573	3165
12.34886	3077
12.36199	3129
12.37512	3167
12.38825	3123
12.40138	3048
12.41451	3171
12.42764	3191
12.44077	3253
